,poi_id,poi_name,visit_count,hcode,hname1,hname2,hname3,cate_id,fullpath,catename,catetype,apicatename,adultflag,landmarkyn,name1,name2,name3,name4,name5,time_list,scores,reviews,categories,coord
1850,618625560,쿰베오,21,1174068500,서울특별시,강동구,길동,695.0,"음식점>간식>제과,베이커리","제과,베이커리",C,음식점,N,N,음식점,간식,"제과,베이커리",,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""10:00 ~ 22:00"",""dayOfWeek"":""매일"",""timeEtc"":null}]}]","[5, 3, 5, 4]","카페 분위기도 좋고, 강아지도 안고 같이 갈 수 있어서 자주 가는 곳이에요. 디저트가 고급스럽고 맛있어요. 정말 좋아하는 동네 카페에요.,,선물용, 행사용으로 추천입니다! 진짜 맛있고 다들 만족해 하세요ㅎㅎ,가야는이유 : 고급스러움이 느껴지는 타르트안가는이유 : 일상의 디저트보단 기념일용 같은 느낌밤몽블랑 : 크림 양이 상당하고 내용물도 충실하지만 강한 단맛이 아니라 좋은, 커피와 함께하기 좋은","['음식점', '간식', '제과', '베이커리']","['37.54270351473153', '127.14820918750895']"
1852,1958607956,빵사랑,91,1144073000,서울특별시,마포구,성산2동,695.0,"음식점>간식>제과,베이커리","제과,베이커리",C,음식점,N,N,음식점,간식,"제과,베이커리",,,,"[5, 5, 5, 5, 5]",",크리스마스 케이크 샀는데 맛있었어요. 위에 딸기도 싱싱하고, 생크림도 우유생크림이라  맛있게 잘 먹었습니다.,맛있어요 가성비 넘 좋아요 마감때 할인하는것들 샀더니 더 굿이에요,저렴하구 맛난 동네빵집. 옛날빵좋아하는사람은 좋아할 맛입니다 ㅎㅎ,여기 빵 저렴하고 제법 맛있습니다.","['음식점', '간식', '제과', '베이커리']","['37.5679524804863', '126.907884135869']"
1853,398628990,런던베이글뮤지엄,87,1168054500,서울특별시,강남구,압구정동,695.0,"음식점>간식>제과,베이커리","제과,베이커리",C,음식점,N,N,음식점,간식,"제과,베이커리",,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""08:00 ~ 18:00"",""dayOfWeek"":""매일"",""timeEtc"":null}]}]","[5, 5, 2, 4, 1, 4, 1, 5, 3, 5, 5, 3, 5, 4, 2]","플레인 베이글에 어니언크림치즈 베이컨크림치즈 찍먹 존맛,,대파크림치즈베이글 기대했었는데 여름 대파가 맛없어서인지 부추크림치즈로 바뀌었네요 그렇다쳐도 크림치즈가 너무 짠데다 느끼해서 베이글의 맛을 다 버려놓은 느낌.  다른 몇가지 골랐는데 다 형편없었어요. 그냥 플레인이 젤 나을듯요.  전국에서 모여들 하등의 이유없는 거품 맛집 또한번 인증했네요,,마넌짜리 ? 베이글 빵 딱딱하고 질겨서 다 남김,웨이팅이 어마무시해서 불편하지만..쪽파베이글은 정말 맛있어요그치만 쇼케이스가 없어서 위생은 조금..,두개 샀는데 하나만 들어 있네요~전화번호도 없고! 유료주차 기본 6천원인데 주차가능표시는 하면 안되는 거 아닌가요? 5시쯤 갔는데 남은 종류 하나 팔면서 계산하고나서 진동벨을 주고 포장하는데 대기를 해야하나요? 신선 포장도 아니었는데 그냥 담아주면 될 걸…일하는 사람은 엄청 많은데 분업이 필요없는 걸 분업한 느낌이었어요! 주차포함 18700원에 베이글한개+크림치즈한개 가져왔는데 먹고싶은 생각이 사라졌네요!,초코, 감자,잠봉뵈르 강추~ 크림치즈는 메이플피칸, 레몬 크림치즈 강추 👍평일 오전9시 원격대기 ☞10시 20분 매장입장,맛있었지만, 또 생각날큼 특별하지 않고 기다릴만큼 맛있지 않았어요. 커피는 산미 없는편입니다.,수요일 오전 11시 40분 테이크 아웃 기준 웨이팅 77번, 대기시간 1시간 30분 걸리네여. 웨이팅걸고 다른곳에 숨어있는게 맞는듯 맛은 역시 맛있어요,런던베이글 베이글 치곤 가격이 좀 나가는 편이지만 엄청맛있는 베이글이였다많은 인파가 몰릴만한 맛집 대신 주차는 매우 불편하니 대중교통이 좋을것같다.,빵은 진짜 쫄깃한데 너무 짜네유..,솔찍히 비싸고 맛있다.기다리지않도록 만반의 준비를 하고 가야함..,토요일 10시반쯤  도착해서 줄서서 어플로 매장에서 먹는걸로 줄세워놓고 위글위글에서 쇼핑하고 어플로 줄선지 한 오십분만에  들어갔네요.대기는 평일이랑 비슷하네요.확실히 2층에서 먹으니 시원하고 여유롭고 좋네요.음악이 시끄러운거 빼면 좋았어요.베이글은 여전히 쫀독하고 맛있었어요. ------------------------------베이글 정말 맛있어요.근데 땡여름에는 꼭 실내자리로 테이블링하세영..ㅠㅠ 테라스 자리하면 처음에는 모르지만 세상 덥고 사람들 사진 계속 찍어가니 초상권 침해당하고ㅋㅋㅋ 서서히 익어가는 느낌이에요. 여튼 골목들어가자마자 이 집만 사람이 드글드글 합니다.금욜 11시에갔는데 59번 번호표 받는것도 땡볕에 줄서서 기다라고 힘들었습니다.그래도 테라스는 한 삼십분 정도면 앉을수 있긴했어요. 포장이 많았고 2층자리는 자리가 잘 안나와요.포장은 해오긴 했으나 여튼 쪄지는 느낌에 ..매장에서는 수프랑 베이글 제대로 못먹고 왔네요. 아아가 진해서 먹을만했구 나중에는 맥주가 진리더라구요..ㅋㅋ,인스타 맛집. 직원이 잘생김.","['음식점', '간식', '제과', '베이커리']","['37.526068325732666', '127.0364388378771']"
1854,11230411,퐁포네뜨,96,1144066000,서울특별시,마포구,서교동,695.0,"음식점>간식>제과,베이커리","제과,베이커리",C,음식점,N,N,음식점,간식,"제과,베이커리",,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""10:00 ~ 22:30"",""dayOfWeek"":""화~토"",""timeEtc"":null}]}]","[5, 5, 4, 3, 5, 3, 5, 5, 5, 5, 4, 5, 4, 4, 4, 5, 5, 3]","크림맛집이에요!!크림들어간 메뉴들 맛있고 녹차쿠키도 맛있어요!!,딸기 케이크 크림이 부들부들부들부들봄에 가면 더 맛있어요매장은 일층 에스컬레이터 옆에 있는데, 길쭉하고 아늑한 다락방 느낌. 단체로 가기는 조금 힘들어요,딸기스무디 ㅊㅊ,딸생케 조각 후기:크림이 참 가볍고 좋은데딸기는 아무래도 철이 아니어서 논외라고 치고빵은 롯데 카스타드 정도로 약간 건조한 질감?딸생케는 딸기 빼고 전체적으로 사르르르 녹아야 제맛인지라  아쉬웠습니다.,딸기케이크 미친맛..너무 맛있어서 먹고 또 포장해서 집감레몬에이드,호옷 딸기케이크 너무 기대를 했나 ㅠㅠ 기대만큼은 아니었어효..!,,홍대 다른 유명한 곳들 중에서 여기가 제일😋,딸기생크림케이크 정말 맛있어요,딸기생크림케이크 맛있음사장님 친절하심 픽업도 하기 좋아요,딸케 크림이 느끼하지 않고 맛있음! 다만 시트가 촉촉~축축함의 사이. 그래도 크림이 가벼워 좋았어요 순삭,편안한 분위기와 맛있는 디저트👍여름에 갔을 때 모기가 좀 많긴 했는데 그때 빼고는 항상 만족했어요,좋아요,공간 넓고 케익 부드럽고 맛있었어요. 다만 문을 열어두고 있어서인지 모기밥이 되었네요....,20년 장수한 가게라고 해서 많이 기대하고갔는데 시트 식감이 뭔가.. 휴지같기도 한게.. 부족했네요ㅠㅠ 크림은 맛있었어요!,처음 가본지 20년쯤 됐네요. 다양하게 맛있습니다!,딸기케이크 맛있더라고요 동물성크림 특유의 맛이 잘 살아있어요 홀케이크 퍼먹고싶을때 사갈거예요,","['음식점', '간식', '제과', '베이커리']","['37.5538915560486', '126.925836781582']"
1857,707576258,타르틴베이커리서울,119,1117068500,서울특별시,용산구,한남동,695.0,"음식점>간식>제과,베이커리","제과,베이커리",C,음식점,N,N,음식점,간식,"제과,베이커리",,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""10:00 ~ 21:00"",""dayOfWeek"":""매일"",""timeEtc"":null}]}]","[3, 3, 5, 4, 3, 4, 4, 4, 5, 5, 5, 4, 5, 1, 3, 1, 5, 1, 4, 5, 5]","빵이나 커피 맛.. 그냥 무난한 곳입니다. 밖에서 보면 건물이 예쁜데 안은 많이 낡았어요.,빵 종류가 다양했으면.,,주차는 발렛주차 가능. 가게 앞에는 딱 한대 자리. 불친절하고 비싼데 맛은 있네요! :) 바나나타르트 강추, 잠봉뵈르에 피클이 안 들어가있지만 맛 좋았어요.,좀 별로쓰.. 공간은 뽀대나나 맛은 이를 못 따라감..,오픈 초기에 정말 많이 감,반미차돌샌드위치  맛남,가격대가 좀 있긴한데 빵 종류가 다양하고 맛도 괜찮음. 크로와상 못먹었는데 유명하다함(모르고 갔지만 알고보니 미국에서 유명한 빵집!),간만에 맛있는 빵 먹었네요,타르트 생지까지 맛있음 식사빵도 맛잇어요 얼려두고 아침마다 먹음,진짜 너무 맛있다,+바나나파이. 4점.,올리스푸가스 갓 나왔을때 먹어야 맛있다브라우니는 얼먹해야 한다,서비스 안좋아요,매장은 2층자리까지 있어 넓고 깨끗하다. 빵의 종류는 많지 않은것 같다. 가격은 비싼편이고 맛은 없진않으나 가격대비해서는 글쎄~~ 주문대의 여직원분이 친절해서 좋았다...,서비스적인게 좀... 이가격에 이런서비스라..그냥 인스타용..그이상 이하도아님,바나나크림타르트 극도로 달지만 맛있음,손님 왔는데 여직원들은 커피머신에서 얘기하면서 손님도 안받고 주문도 음료 누락되고 거기 직원들은 왜 있는건가요 최소한의 직업정신도없이 왜 있는지 모르겠네요,브로콜리 반미 맛있어요. 처음 먹었을 때의 그 충격을 잊을 수가 없어요. 근데 이거 먹고 나서 맨날 입 천장 다 까짐.,레몬타르트의 정석.,가격은 좀 있지만 컨트리빵을 먹으며 생각하는건 그냥 샤워도우는 여기서 사먹자 생각하게 됨.","['음식점', '간식', '제과', '베이커리']","['37.534391683749', '127.008544448579']"
1858,745164647,코끼리베이글,199,1156061000,서울특별시,영등포구,양평1동,695.0,"음식점>간식>제과,베이커리","제과,베이커리",C,음식점,N,N,음식점,간식,"제과,베이커리",,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""08:30 ~ 20:00"",""dayOfWeek"":""매일"",""timeEtc"":null}]}]","[3, 4, 4, 4, 4, 1, 5, 3, 4, 5, 4, 4, 5, 5, 4, 4, 5, 3]","맛있는데 줄설정도는,베이글 샌드위치 카페라떼 여기만의 맛때문에 다시한번 방문하고싶어요,좀 불친절하긴 하지만 맛이 모든걸 감싸주는곳,촉촉한 베이글 좋아하신다면 추천입니다!,맛있습니다! 특히 갓 나온 베이글 정말 맛있습니다. 근데 여러분 줄서서 먹을 맛은 아니에요... 가성비있는 집도 아니고요... 아 샌드위치류도 맛있으니 드셔보세요,,금요일 오후에 갔는데도 일반 베이글은 소진이고 무화과콩포트는 남아있었습다.. 그치믄 일반 베이글은 필요없었어요..무화과 콩포트가 핵핵핵 존맛이었거든요…이거 먹으러 또 가러고 합니다,맛이 평범했어요…. 뭔가 또 갈 맛은 아닌 것 같아요.,화덕에 구운 따끈한 베이글을 이 가격에 맛보다니~~ 평일 오전에가니 한산. 친절.맛은 솔티드 버터 초코 플레인 베이글 존맛탱~사장님은 호두클렌베리베이글 추천!!대파 새우 포카치아는 별로임. 주차는 바로 영등포구청 별관에,밀도가 빵빵하지않은데 적당히 쫄깃하고 코스트코 베이글보다 씹기좋다 주차절대안되고요천원이하는 카드결제 안됩니당,무화과샌드위치 한 입 베어무는순간 너무 달지 않은 무화과 맛+베이글 특유의 기름진 맛+크림치즈 풍미까지 천상의 맛과 식감을 선사하는데 너무 작아서 아쉬워요.. 한 20%만 더 컸으면.,,생크림베이글 넘나 맛있어요 ㅠㅜ,너무 맛있게 먹었던 기억이 있는 베이글집🎈🥮,제 최애 베이글이에요. 화덕에서 구운 쫄깃함 최고! 단 묵직한 베이글을 원하는 분들은 별로일지도무화과콤포트가 그렇게 맛있다길래 먹어봤는데 크기는 작아도 정말 존맛탱이에요 ㅠㅠ 한 입만 먹고 넣어둔다는 걸 그 자리에서 순삭해버림..,짱맛있어요 웨이팅이 긴게 단점이지만 베이글이 자꾸 생각나요,,맛은 있으나 줄서서 살 정도는 아닌 듯가격이 비싼 편크림치즈 베이글을 먹었는데크림치즈 보다는 빵 자체가 맛있어서플레인을 먹어보고싶었음","['음식점', '간식', '제과', '베이커리']","['37.52913905897723', '126.89368837290927']"
1861,314463146,런던베이글뮤지엄,137,1111060000,서울특별시,종로구,가회동,695.0,"음식점>간식>제과,베이커리","제과,베이커리",C,음식점,N,N,음식점,간식,"제과,베이커리",,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""08:00 ~ 18:00"",""dayOfWeek"":""화~일"",""timeEtc"":null},{""timeName"":""영업시간"",""timeSE"":""08:00 ~ 19:00"",""dayOfWeek"":""월"",""timeEtc"":null}]}]","[4, 5, 5, 5, 4, 4, 4, 5, 1, 3, 5, 5, 5, 4, 4, 1]","페퍼로니할라피뇨베이글+토마토스프 찍먹포테이토치즈베이글+포테이토스프시나몬베이글+메이플피칸크림치즈ㄱㄱㄱㄱ오래기다리지않으면 4점 오래기다리면 3.5,,솔직히 맛있음. 잘되는데에는 다 이유가 있는법.. !,런베는 사랑입니다. 쫀득한 베이글이 정말 맛있어요 부모님도 좋아하시네요! 크림치즈는 메이플 피칸 강추!,웨이팅이 길다는 것 빼고는모두 만족,어마무시한 웨이팅까진 안했습니다(40분정도)포장 줄이 빨리 빠져요쫀득한 베이글 드시고 싶으면 여기입니다,평일 10시반에 웨이팅 걸고 3시 45분쯤 입장함.베이글 빵 자체는 그저 그랬는데 크림치즈가 다 기대 이상이었음. 특히 갈릭스프링어니언이 젤 좋았음. 하지만 웨이팅이 없더라도 재방문 의사까지는 없다,,,완전마싯어여....♥️♥️ 부추크림치즈머그러 또갈거예여..,포장 직원이 너무 불친절함포장도 이상하게 해놓고상자에 베이글 이름도 다 틀리게 써놓음,이렇게 웨이팅할 정도인진 모르겟다프레젤 베이글류들이 맛있는데 베이글 같지 않아서 맛있는듯,숙소를 근처에 잡아서 주말 웨이팅 5시50분 1번으로 갔습니다!! 사들고 와서 바로 먹었는데 정말 쫀쫀하고 같이 사온 크림(쪽파갈릭b,무화과,메이플피칸,얼그레이b)도 너무 맛있었어요ㅜㅜ 기회가 된다면 먹으러 또 가고 싶어요!,웨이팅 말도안된다싶지만.. 먹어보니 납득이 되었어요,주중 웨이트 3시간….맛은있었어요!,어마어마한 웨이팅을 뚫고 포장해왔어요.ㅎㅎ이렇게 줄서는 이유가 이해되는 맛이였어요오후에는 없는 베이글들이 많아서 아쉬웠지만남아있는 아이들도 다 맛있더라고요ㅎㅎ특히 감자치즈베이글 너무 맛있어요.담엔 캐치테이블 웨이팅  걸고 가서 원하는 베이글 다 담아오고 싶어요  ^^ 😊,여기는 애매하게 줄이 긴게 아니라 졸ㄹㄹ라 길어서 오히려 미리 웨이팅 걸어두고 밥도 먹고 카페도 갔다오면 어느새 내차례 ㅋㅋㅋㅋ 주말 거즌 2시간 웨이팅이었구요 포장해서 먹었는데 맛은 쏘쏘? 다들 말하다시피 맛을 기대하고 기다리면 안돼요. 그냥 재미로 오시기를,A sad and angry experience, wait more than 1 hour and then can't pay by card(union pay) while the staff said union pay is available. I don't know this situation whether happened a lot or not, but today I'm very angry about that...","['음식점', '간식', '제과', '베이커리']","['37.5791779669736', '126.98619979029458']"
1862,65305259,밀곳간,34,1129052500,서울특별시,성북구,성북동,695.0,"음식점>간식>제과,베이커리","제과,베이커리",C,음식점,N,N,음식점,간식,"제과,베이커리",,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""09:00 ~ 21:00"",""dayOfWeek"":""매일"",""timeEtc"":null}]}]","[5, 5, 5, 5, 5, 5, 5, 4, 1, 5, 1, 4, 5, 1, 5, 5]","소금빵은 밀곳간 밀곳간은 소금빵!,,빵 정말 맛있네요! 집 근처면 매일 갔을거 같아요 ㅎㅎㅎ,가평에서 찾아가는 집건강하고 좋은 재료로 만든 맛있는 빵을 먹을 수 있는 곳,동네 빵집이었어서 운동하고 매주 빵을 사는게 낙이었습니다.모든 빵이 다 맛있습니다.특히 식사빵이 맛있고 그 중에서도 <장발장이 훔친 빵>이 정말 맛있습니다. 또한 아시다시피 소금빵이 훌륭하고 가격도 합리적입니다.,따끈따끈 소금빵을 먹을 수 있는곳. 성북동 가는길에 빵집이 많다만.. 이집이 젤 나은듯. 맛👍👍👍👍👍👍단점은 주차할곳이 없음,맛있어요,빵 진짜 맛있는데 직원분들이 불친절해요 ,,,,,,왜 이렇게 불친절해진건지 모르겠음 근처 살아서 자주 갔는데 진짜 직원분들때문에 가기 싫네요...말투가 거의 싸우자느낌,굿! 하지만 소금빵 최고는 솔트24입니다,직원 도데체 뭐가 그렇게 열받아있는거에요 맨날? 트레이에 까는 종이 눈앞에서 구기더니 거기있던 빵가루 나한테 다 튀었는데 사과 한마디 안하던데 진짜 뭐 되는 분임?? 암만 맛있어도 손님접대를 그따우로 하는데 다신 갈 생각 안듬,자주 방문하고 있는데 빵은 항상 맛있습니다. 다만 꽤 많은 직원분들이 일하고 있어서 그렇게 바빠보이지 않음에도, 짜증이 난듯한 불친절한 태도로 접객을 하시니 방문할 때마다 기분이 좋지 않네요.,소금빵 찐찐찐 맛집입니다! 식었는데도 진짜 맛있어요❤️,(220423)소금빵 오늘 처음 사먹어봤는데진짜 맛있는데 직원분은 살찍 불친절하네요마스크를 쓰고있어서 잘 못들어서다시여쭤봤더니 인상찌뿌리시면서말하시네요직원분만 아니였다면 다 좋았을거예요(230409)거이 1년만에 다시 소금빵을 사먹었는데 가격은 조금비싼데맛이 좀 변했어요가격이 조금이라도 쌋다면 이해하겠다만 2500원이라는 가격에 비해서는 좀 많이 아쉬운 맛이에요,소금빵 맛집이고 다른빵 퀄도 전국구입니다,와,,,역대급 맛~♡외국인줄","['음식점', '간식', '제과', '베이커리']","['37.5940956097802', '126.999338725923']"
1864,26505098,더파크츄러스,119,1111064000,서울특별시,종로구,이화동,695.0,"음식점>간식>제과,베이커리","제과,베이커리",C,음식점,N,N,음식점,간식,"제과,베이커리",,,[],"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5]","사장님은 제가 방문할 때마다 절 못 알아보시지만 저 여기 단골이에요당연함… 6개월에 한 번 감낙산공원 갈때마다 오는 곳 ㅎㅎ번창하세요❤️,맛있어요! 인절미 츄러스에 가루 많이 올려주셔서 좋은데 숨 잘못쉬면 옷에 묻으니까 조심하세요 ^^,,맛있음,츄러스 맛있어요! 사장님도 정말 친절하셔서 넘 감사했습니다. 펫 프렌들리 ㅎㅎ,아이스크림에 츄러스 찍먹하면 극락...너무 맛있다.,핫도그 안 좋아하는데 여기 츄로도그 진짜 짱이에용ㅠㅠ🥹❤️못 먹어본 맛의 존맛집❤️🥹🫶🏻,츄러스 지이이인짜 마싯다~~ 요즘 갬성어쩌구 웨이팅 두시간해야하는 추러스가게보다 맛있는듯,빠삭하고 따끈해서 넘넘 맛있어용❤️,바로 해주셔서 츄러스가 엄청 바싹하고 맛있어요!!!,음,꼭 먹어볼 것친절한 설탕 듬뿍,자몽티 잘먹고 대화도 아늑하게 잘했고 인테리어 소품들도 좋았어요,사장님이 친절하시고 뜨거울때 먹었던 츄러스 맛이 잊혀지지 않네요.번창하세요^^,밋없음 딴거먹을걸....,짱짱 맛있어여!!! 자주 방문하게 되네여,최애 츄러스집! 몇년째 맛도 그대로라 넘 좋아요","['음식점', '간식', '제과', '베이커리']","['37.58056978376643', '127.00542056064006']"
1866,9248600,엠마,76,1168061000,서울특별시,강남구,대치2동,695.0,"음식점>간식>제과,베이커리","제과,베이커리",C,음식점,N,N,음식점,간식,"제과,베이커리",,,,"[5, 5, 5, 1, 3]","파운드케이크 맛있네요!,맛있고 친절,옛날부터 오래다니던 빵집~~,어릴적 월 30만원 줘가며 16시간이상 염전노예처럼 부려먹던 미도상가 엠마 가 아직 있다니...  직원 7명 한끼 부식비 5000원 실화냐..  요새도 남자사장 어디서 먹던 미니족발 직원 먹으라고 남겨서 던져주고 가는지 궁금하다.. 7명이서 발톱이나 뜯어보겠니... 돈자랑 하던 뚱땡이 여사장도 그대로 있겠지... 추억의 미도엠마...,","['음식점', '간식', '제과', '베이커리']","['37.4944117433354', '127.066867168065']"
